ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,LOG_COST,LOG_FREE_TRIALS
ATL - Above The Line,Brand,youtube,6.84249116132974,11.285752682194191
DR - Direct Response,Brand,app,9.16747879892899,9.910974951871871
ATL - Above The Line,Brand,youtube,9.924311716709328,10.3348344845417
ATL - Above The Line,Brand,paid social,9.744325335909949,11.864384901765732
ATL - Above The Line,Title,youtube,6.549908219813227,9.1786463818425
DR - Direct Response,Brand,pmax,7.50570127379769,10.428323472154228
DR - Direct Response,Brand,display,8.661395694673722,10.663777126838015
ATL - Above The Line,Brand,display,9.824220294124082,10.746019789643762
ATL - Above The Line,Title,youtube,7.199110596800214,9.772361835381163
DR - Direct Response,Title,youtube,7.728605022496901,12.316948861705976
DR - Direct Response,Title,youtube,5.906832156267279,11.687696840745586
ATL - Above The Line,Launch,radio,9.52998539322677,11.443149894397104
ATL - Above The Line,Launch,digital audio,10.511356217470937,12.131019788651908
ATL - Above The Line,Brand,digital audio,7.933664249533612,8.631637325807107
ATL - Above The Line,Launch,ooh,9.874736164248192,9.353093488500123
ATL - Above The Line,Launch,olv,8.71620961022607,11.720853200665584
ATL - Above The Line,Title,cinema,6.899833988234128,8.342020421049648
ATL - Above The Line,Title,bvod,8.715776801338864,8.613353918493566
ATL - Above The Line,Brand,partnership,10.83949541785589,9.734728014413598
ATL - Above The Line,Title,bvod,7.998953484466808,10.417036065871384
ATL - Above The Line,Title,olv,10.887520854596218,11.821434492856124
ATL - Above The Line,Title,tv,3.3697067145707846,10.0386611584899
ATL - Above The Line,Title,ooh,9.546909032519888,9.61444588959325
ATL - Above The Line,Title,digital audio,8.220674860635306,10.536785997701903
ATL - Above The Line,Title,cinema,7.52410780456301,10.695462129327426
ATL - Above The Line,Title,olv,8.229183065160692,10.667021199744712
ATL - Above The Line,Brand,print,4.486949554600661,10.045962333573836
ATL - Above The Line,Title,partnership,7.667242482001274,8.263760521244212
ATL - Above The Line,Title,ooh,8.708046581722364,9.304167634620336
ATL - Above The Line,Brand,digital audio,10.73093898323927,11.6489673661294
ATL - Above The Line,Brand,digital audio,7.128600190446843,10.41209662155868
ATL - Above The Line,Brand,bvod,6.605284389056917,9.901000963534589
ATL - Above The Line,Title,olv,7.158381692857625,11.345963976019949
ATL - Above The Line,Brand,radio,9.71566710451415,9.091052204176494
ATL - Above The Line,Title,olv,8.656862955630077,9.99846085742265
ATL - Above The Line,Brand,ooh,7.107875823138807,10.362640020302596
ATL - Above The Line,Title,radio,8.989869495881525,9.781796076367238
ATL - Above The Line,Brand,bvod,8.238777387517512,10.325535075939063
ATL - Above The Line,Brand,bvod,9.811765826523162,10.036226193516084
ATL - Above The Line,Title,digital audio,6.797181196271423,8.821055160522011
ATL - Above The Line,Title,digital audio,7.472415465376533,10.406489148264042
ATL - Above The Line,Title,bvod,5.426006727688926,10.39057934393506
ATL - Above The Line,Title,digital audio,8.597972858237892,11.602694502782311
ATL - Above The Line,Title,online display,8.534693169649742,9.942622204293926
ATL - Above The Line,Brand,online display,8.07282611934887,9.04956697696981
ATL - Above The Line,Title,ctv,7.640329882098733,10.09711124885034
ATL - Above The Line,Launch,tv,5.512541255687593,9.390061049413823
ATL - Above The Line,Title,digital audio,7.304684056068015,10.82074581620041
ATL - Above The Line,Brand,tv,7.44525983398374,10.076048293851075
ATL - Above The Line,Title,tv,6.616493473591637,11.939323541690216
ATL - Above The Line,Launch,olv,7.772580069987248,11.390918609030992
ATL - Above The Line,Brand,print,8.792757641133566,10.070941634112938
ATL - Above The Line,Brand,print,11.46790362175248,10.94220580661062
ATL - Above The Line,Brand,digital audio,8.378632027817597,9.830078874280964
ATL - Above The Line,Brand,ooh,8.528366536458806,10.258531617314109
ATL - Above The Line,Title,bvod,7.929266916769132,9.861974173231152
ATL - Above The Line,Title,online display,4.609859175474223,10.9932040574541
ATL - Above The Line,Title,digital audio,8.015756684946933,11.661722467981384
ATL - Above The Line,Title,cinema,8.172283055640216,11.025492096501292
ATL - Above The Line,Title,paid social,12.509496353247815,11.149147497035871
DR - Direct Response,Title,ott,7.716514250863654,11.150247539135332
ATL - Above The Line,Title,paid social,8.60776671641664,10.777364189837744
DR - Direct Response,Title,display,8.000966340583137,9.081856789124712
DR - Direct Response,Title,paid social,5.956381262978711,11.93050555608036
DR - Direct Response,Brand,ott,10.126146186296824,12.034253722487604
DR - Direct Response,Brand,paid social,9.420622366929477,9.98990421104911
DR - Direct Response,Brand,app,9.491191164274946,9.85268361207962
ATL - Above The Line,Title,youtube,6.423441749756257,10.838701701785256
DR - Direct Response,Brand,app,10.59538545307064,10.776919842738376
DR - Direct Response,Brand,ott,5.5368617144382695,10.021932147091936
DR - Direct Response,Title,paid social,9.122684423658717,8.970799364185433
ATL - Above The Line,Title,youtube,12.01711298519682,10.531080496293953
DR - Direct Response,Title,youtube,6.277226026400897,10.777545294904632
ATL - Above The Line,Brand,display,7.041980181073368,10.952448356204496
DR - Direct Response,Brand,paid social,8.243421913648676,10.574801360231175
DR - Direct Response,Brand,ott,7.155279199021725,9.952559105683395
ATL - Above The Line,Title,paid social,5.269454821862936,11.221427588255114
DR - Direct Response,Brand,paid social,8.187321523036896,10.290517438024064
DR - Direct Response,Title,ott,6.147933965154199,9.758181394360545
ATL - Above The Line,Title,paid social,8.918264661617698,10.043287320282856
DR - Direct Response,Title,app,6.405360680693999,8.47345444731458
DR - Direct Response,Brand,ott,10.860970898242716,10.04169437329276
DR - Direct Response,Title,youtube,6.65078344916977,10.91495245496577
DR - Direct Response,Brand,paid social,7.482518618438246,10.56526351191513
DR - Direct Response,Brand,app,9.531774384912447,11.749659999043434
ATL - Above The Line,Brand,paid social,5.8444425643009605,9.960723380046227
DR - Direct Response,Brand,youtube,8.474064371552494,10.71323150986997
ATL - Above The Line,Brand,display,10.422736896934094,11.01956640870287
DR - Direct Response,Title,youtube,5.167468088123044,12.574308498881472
DR - Direct Response,Brand,app,8.396779949798782,10.36966794501742
DR - Direct Response,Brand,paid social,8.532576262925767,9.177230231190205
ATL - Above The Line,Brand,youtube,9.47456981898567,11.074919293095974
DR - Direct Response,Brand,ott,5.833494081177858,12.095753355447531
DR - Direct Response,Title,ott,5.683239573424872,9.900974397205102
DR - Direct Response,Brand,youtube,9.005524095454794,11.06805173805562
ATL - Above The Line,Title,youtube,8.599534179096752,11.456853084711671
DR - Direct Response,Brand,paid social,8.515629970222403,11.244559757817573
DR - Direct Response,Title,paid social,8.688800892612845,10.350404216948933
DR - Direct Response,Title,paid social,6.836903538010186,9.523947468019536
DR - Direct Response,Title,youtube,8.482715611799346,10.142954351786992
DR - Direct Response,Brand,display,8.592473190763398,10.68443336262109
DR - Direct Response,Brand,paid social,6.7750121470270965,11.135392497000058
ATL - Above The Line,Title,paid social,11.43106107403884,10.559408090462004
DR - Direct Response,Brand,ott,8.918698469736713,9.843446104390868
ATL - Above The Line,Brand,paid social,5.9156628336917,10.781500134904288
ATL - Above The Line,Title,youtube,9.248475881123923,11.087111720530077
ATL - Above The Line,Brand,display,6.305782464801201,10.605208622038052
DR - Direct Response,Brand,paid social,9.484066765366457,9.385832830133184
DR - Direct Response,Title,app,10.15461507446224,10.042532716347768
DR - Direct Response,Brand,paid social,6.583312398661009,11.175108724909204
DR - Direct Response,Title,youtube,9.802256277595149,8.837427155161741
DR - Direct Response,Title,youtube,8.808514135138033,8.125293653479503
ATL - Above The Line,Brand,ott,9.54719396444344,11.737041103654375
DR - Direct Response,Brand,pmax,11.487049449935316,10.737405079904011
ATL - Above The Line,Brand,paid social,7.62084233232163,10.833003050424669
DR - Direct Response,Title,app,6.703997601467765,9.144506078354604
ATL - Above The Line,Brand,youtube,6.459262620903455,10.964190095024785
DR - Direct Response,Brand,youtube,6.592098881674599,10.500537843917064
ATL - Above The Line,Brand,ott,7.924477599285229,8.635546730970987
DR - Direct Response,Brand,youtube,8.679242310570414,11.652991621937002
ATL - Above The Line,Brand,youtube,8.562910066438215,10.383627138969754
ATL - Above The Line,Title,youtube,9.55644039804788,9.827222948831144
DR - Direct Response,Brand,display,8.087062370355904,9.845369972961407
ATL - Above The Line,Title,youtube,10.686969830402656,8.203460050757595
DR - Direct Response,Title,app,7.586083194643732,10.819569862691983
ATL - Above The Line,Title,print,9.192730219449714,10.029821039781767
ATL - Above The Line,Launch,paid social,6.132464852829423,8.836583211352295
ATL - Above The Line,Brand,tv,8.93429038375411,9.625945891880887
ATL - Above The Line,Launch,paid social,7.660401742519865,9.37197185781229
ATL - Above The Line,Brand,bvod,9.352158459904087,9.944856917221998
ATL - Above The Line,Brand,partnership,8.917624316934992,10.29214384741122
ATL - Above The Line,Brand,print,7.932186259474172,10.65576176349383
ATL - Above The Line,Brand,radio,6.536256720437246,9.876477544357591
ATL - Above The Line,Title,ctv,5.333781030823606,9.344544288405867
ATL - Above The Line,Brand,ctv,7.258017706615324,11.915496322105165
ATL - Above The Line,Title,ctv,9.609171523976308,12.643297239394734
ATL - Above The Line,Title,ctv,8.449943799185661,10.368184626891466
ATL - Above The Line,Brand,bvod,5.817676476332267,9.465470843227948
ATL - Above The Line,Title,online display,8.376111077998639,11.7043150327946
ATL - Above The Line,Brand,bvod,8.758948072478104,8.773506880321381
ATL - Above The Line,Brand,tv,6.469451846874819,9.88871345098575
ATL - Above The Line,Brand,bvod,8.341000017663395,9.526311022800911
ATL - Above The Line,Brand,ooh,8.168636632601142,9.061549137960988
ATL - Above The Line,Title,olv,6.002676458071829,9.943623711925229
ATL - Above The Line,Brand,bvod,8.70926373866373,9.357766780192224
ATL - Above The Line,Title,cinema,9.07562771049968,10.237166247994956
ATL - Above The Line,Title,partnership,10.01826162134438,10.251731656610325
ATL - Above The Line,Brand,partnership,9.965468430691592,9.601314998326036
ATL - Above The Line,Brand,digital audio,5.580333417373191,9.852868767458125
ATL - Above The Line,Launch,ooh,6.372192874983733,9.992943813360087
ATL - Above The Line,Title,radio,8.993059600930348,11.03672330446126
ATL - Above The Line,Brand,digital audio,8.990805302254113,10.075606404966733
ATL - Above The Line,Title,ctv,8.993081969153554,11.051623069949498
DR - Direct Response,Title,app,9.093867228036933,10.797699123777363
DR - Direct Response,Title,youtube,10.11304725977594,11.61644548796003
DR - Direct Response,Title,ott,9.785336136536037,9.101809279792906
ATL - Above The Line,Title,ott,9.239158123008064,9.749897465547338
DR - Direct Response,Brand,paid social,9.433321510102084,9.966398499893776
DR - Direct Response,Title,display,7.636303386592498,10.020906966534612
DR - Direct Response,Brand,paid social,7.187951905255017,10.359812744543062
ATL - Above The Line,Brand,paid social,8.211341717229029,7.599997049782342
DR - Direct Response,Brand,display,12.241300831836869,11.56237436450682
ATL - Above The Line,Brand,youtube,4.7019338544204,9.508664120405426
DR - Direct Response,Brand,ott,9.302091498584948,10.554010333970098
DR - Direct Response,Title,paid social,5.158077810133449,9.9978258966247
DR - Direct Response,Brand,youtube,7.212176467438194,8.932363055672115
ATL - Above The Line,Brand,youtube,10.028909779572013,9.150832376500446
DR - Direct Response,Brand,paid social,8.179592318124204,9.286650275242126
DR - Direct Response,Title,display,6.120121579316244,11.313370502402137
DR - Direct Response,Title,display,6.773286304107566,10.076500501695186
DR - Direct Response,Title,app,9.2900670297112,9.701072058019232
DR - Direct Response,Brand,ott,6.7461300676463445,9.287125471709604
DR - Direct Response,Brand,ott,8.454210792225968,11.424178072887097
DR - Direct Response,Title,paid social,8.145833814137772,11.693028646321212
DR - Direct Response,Brand,ott,6.888154431327076,11.41273776940181
ATL - Above The Line,Brand,display,11.933159112682237,10.718370833973266
ATL - Above The Line,Brand,youtube,9.207623685121884,10.51516217033346
ATL - Above The Line,Title,paid social,4.41992435767689,9.004985165751204
ATL - Above The Line,Title,display,8.400063692158412,9.977929683138411
DR - Direct Response,Title,app,6.869783385728583,9.538603289874118
DR - Direct Response,Title,youtube,9.60201414869077,8.393689071522122
DR - Direct Response,Brand,display,6.6340813001182,11.284656677040443
ATL - Above The Line,Brand,display,7.856571282559689,9.526598968275504
DR - Direct Response,Brand,ott,8.974925586094198,11.42396921612464
DR - Direct Response,Brand,pmax,9.626058735348312,11.108837657947328
DR - Direct Response,Brand,youtube,5.899458901311958,10.782842478866298
DR - Direct Response,Title,paid social,7.460075950717086,10.839175535434956
DR - Direct Response,Title,app,7.206740726905274,9.607350503964126
DR - Direct Response,Brand,pmax,6.885039211738404,12.087852633163372
DR - Direct Response,Brand,ott,11.249982833280656,10.267727112484998
DR - Direct Response,Brand,app,8.794438489720493,10.52729992815654
ATL - Above The Line,Title,youtube,5.790418781315748,9.5734893142904
DR - Direct Response,Title,youtube,9.72010663481748,9.290578445180016
ATL - Above The Line,Title,paid social,11.8938317248745,10.70318446635426
DR - Direct Response,Title,display,9.926956978314044,10.442631500731236
DR - Direct Response,Title,youtube,5.325689313343887,9.432803691985528
DR - Direct Response,Title,youtube,7.189982500750954,8.78186095463835
DR - Direct Response,Brand,paid social,10.350120195458624,8.950845287472427
DR - Direct Response,Title,app,6.787055493744353,11.424161571401934
ATL - Above The Line,Brand,ott,8.86453047478103,9.609416446942548
DR - Direct Response,Title,youtube,9.461594687339232,9.88456616683249
ATL - Above The Line,Title,youtube,6.3918333577913975,11.679126278008372
ATL - Above The Line,Brand,print,6.2162467550907,9.45344967453604
ATL - Above The Line,Title,print,7.607892968897458,11.847355045360384
ATL - Above The Line,Launch,tv,5.814011121710887,12.22379079789565
ATL - Above The Line,Title,cinema,11.00984080250387,10.97826691314587
ATL - Above The Line,Title,online display,5.485999529584087,11.010183248922248
ATL - Above The Line,Launch,bvod,7.26969334834572,9.642411058536204
ATL - Above The Line,Title,tv,8.299524624982297,12.177598168195836
ATL - Above The Line,Launch,paid social,10.664839260588206,10.492962790995149
ATL - Above The Line,Title,ctv,5.475710130105239,11.08011618950536
ATL - Above The Line,Title,cinema,10.162860424169196,10.118637641081293
ATL - Above The Line,Title,cinema,8.082065465677898,9.955650593584371
ATL - Above The Line,Title,partnership,6.293493213266684,11.89246307499736
ATL - Above The Line,Title,online display,8.897529191683837,10.765797592729548
ATL - Above The Line,Title,partnership,8.422812179801419,11.680164517141234
ATL - Above The Line,Title,ctv,6.980810554387872,10.480558115679589
ATL - Above The Line,Title,bvod,8.189558191140764,9.373617563920313
ATL - Above The Line,Title,online display,7.36841539322472,9.63941457905652
ATL - Above The Line,Brand,cinema,8.26844204654421,10.327743992439787
ATL - Above The Line,Brand,radio,9.258540838498606,9.596131204550728
ATL - Above The Line,Title,cinema,10.926099258680036,9.11377330261701
ATL - Above The Line,Brand,print,5.831941126590006,11.429460591695234
ATL - Above The Line,Brand,cinema,11.913465129639228,9.678000006210794
ATL - Above The Line,Title,cinema,4.5502915244781015,10.363075880346626
ATL - Above The Line,Brand,ctv,7.789723681010719,10.521484641201074
ATL - Above The Line,Brand,print,9.125319376498792,9.634590596427737
ATL - Above The Line,Brand,radio,8.57067139714565,11.679586787897216
ATL - Above The Line,Brand,ooh,6.940270870658817,9.104064993514529
ATL - Above The Line,Title,bvod,7.688079656116218,10.486873995088208
ATL - Above The Line,Brand,online display,7.174172856129194,10.47132034537182
ATL - Above The Line,Brand,print,7.000380038087959,10.170059107776469
ATL - Above The Line,Launch,paid social,9.59690396666308,8.923777672792317
ATL - Above The Line,Title,online display,8.707871400591237,11.097876275931204
ATL - Above The Line,Brand,partnership,6.813664355582541,10.970190441805888
ATL - Above The Line,Brand,ooh,9.687145195577363,9.546919745715153
ATL - Above The Line,Title,partnership,8.61814922155284,10.934059908384118
ATL - Above The Line,Brand,radio,9.530592485036095,10.60049228317337
ATL - Above The Line,Launch,bvod,9.199880861513076,8.940124867023034
ATL - Above The Line,Launch,radio,6.568330688449932,9.368039605376088
ATL - Above The Line,Title,online display,7.053015123635266,11.3661368683811
ATL - Above The Line,Title,print,9.412248846528176,10.534806402738102
ATL - Above The Line,Title,cinema,9.165122270388052,9.658510500597831
ATL - Above The Line,Title,cinema,8.025885840796127,9.363479397396498
ATL - Above The Line,Brand,online display,8.275317789320003,9.707562688889125
ATL - Above The Line,Title,ctv,10.3695305362701,9.778685377758604
ATL - Above The Line,Brand,partnership,6.996397824892103,9.376028524178212
ATL - Above The Line,Brand,ooh,9.050926030020095,8.477670352627602
ATL - Above The Line,Title,online display,7.698777529021008,11.367873796630908
ATL - Above The Line,Title,olv,7.670834223464889,11.197989489288512
ATL - Above The Line,Brand,print,10.046645461215228,8.947503095656222
ATL - Above The Line,Launch,radio,9.553251122525,10.361188627243411
ATL - Above The Line,Brand,print,9.531760607756496,9.319590214387617
ATL - Above The Line,Title,cinema,10.41973375836592,9.962135162528403
ATL - Above The Line,Brand,radio,8.101501974431642,9.87869114705946
DR - Direct Response,Title,app,9.294317483568328,9.795379376625917
DR - Direct Response,Title,ott,7.50379666859254,12.2333829022695
ATL - Above The Line,Title,paid social,8.648588053283513,9.782850949325786
DR - Direct Response,Brand,app,7.828770831292007,9.413836979874848
DR - Direct Response,Title,app,8.238629420608984,9.459652908920187
DR - Direct Response,Title,paid social,9.137664297244784,11.27135072301054
ATL - Above The Line,Title,paid social,6.587756605053813,8.567582076949366
DR - Direct Response,Brand,youtube,11.840098526547449,9.459610823870973
DR - Direct Response,Title,app,6.249337973609879,11.675598327619689
ATL - Above The Line,Title,youtube,5.874453088709294,10.469182538928871
ATL - Above The Line,Title,paid social,10.153740306328956,10.41696425907472
ATL - Above The Line,Title,paid social,9.49232926901587,12.362968268836369
DR - Direct Response,Title,app,9.189937644655997,10.471551270300852
ATL - Above The Line,Title,paid social,9.19756410191545,9.51420676884848
DR - Direct Response,Title,app,8.041499806164564,9.94156482374723
ATL - Above The Line,Title,paid social,6.445307035789453,9.085721147738235
DR - Direct Response,Title,paid social,8.200389847658958,11.48414320114467
ATL - Above The Line,Title,paid social,6.8420640937825175,10.800739185552064
DR - Direct Response,Title,display,9.82345251149987,11.352228169407075
DR - Direct Response,Brand,paid social,7.79825219216098,11.441061941387105
DR - Direct Response,Brand,app,6.574643390063129,9.80904279814318
DR - Direct Response,Brand,display,7.483739231765105,9.276951743274685
DR - Direct Response,Title,app,8.80878461239755,10.17260817211598
DR - Direct Response,Brand,ott,7.046621167847318,9.349152298011296
ATL - Above The Line,Brand,paid social,6.580542045193024,10.389919249100824
DR - Direct Response,Title,paid social,8.503349812475525,11.359933829857727
ATL - Above The Line,Title,youtube,8.505656903597908,10.055838184677762
DR - Direct Response,Title,youtube,7.149029472368627,10.374912983043249
ATL - Above The Line,Brand,paid social,7.213790399185383,10.13035137505176
DR - Direct Response,Title,paid social,8.482347055830573,11.029583514507983
DR - Direct Response,Title,app,5.453738667365866,9.554728339229948
DR - Direct Response,Title,youtube,5.526766816652428,8.021748669688549
ATL - Above The Line,Brand,display,6.767630770887971,10.696738405734465
DR - Direct Response,Brand,youtube,7.678469798324123,11.21524154033808
DR - Direct Response,Title,app,8.624660087097231,10.672170917012515
DR - Direct Response,Title,youtube,10.726358416839489,9.58236106528499
DR - Direct Response,Brand,ott,9.61144733046467,9.086142429732735
ATL - Above The Line,Brand,youtube,7.7750112167674015,10.720437171299356
DR - Direct Response,Title,paid social,8.029286250032813,10.366371836779097
ATL - Above The Line,Title,youtube,6.255615675720898,10.098310227062802
DR - Direct Response,Brand,display,8.03019476522664,12.052360119699433
ATL - Above The Line,Brand,paid social,7.542780640599962,9.274898892913756
DR - Direct Response,Brand,paid social,8.645975072948232,12.004792158627453
DR - Direct Response,Brand,ott,6.571513015914979,10.25635219649301
DR - Direct Response,Brand,display,9.000840816577211,8.383604654301857
DR - Direct Response,Brand,pmax,10.829933148800489,10.04474229317679
DR - Direct Response,Title,youtube,7.867354511456486,11.186818799710585
DR - Direct Response,Brand,paid social,8.788537018664305,9.858342686187992
DR - Direct Response,Title,app,9.309100955920254,8.74540547497528
DR - Direct Response,Title,app,7.33971949706257,10.059474117523024
ATL - Above The Line,Brand,ott,8.46798824123498,9.3647861511145
DR - Direct Response,Title,paid social,8.086321040573251,10.717746001812918
ATL - Above The Line,Brand,paid social,8.239857411018601,11.000168477321152
ATL - Above The Line,Title,youtube,6.669256944033292,9.16511180777307
DR - Direct Response,Title,app,8.10782848976696,9.51659563981176
ATL - Above The Line,Brand,display,8.962310970652453,10.98336136749573
ATL - Above The Line,Brand,paid social,10.682655077508434,9.363109526508111
DR - Direct Response,Title,youtube,9.794846104947023,9.139149372088452
DR - Direct Response,Brand,paid social,11.949834458275507,9.042338201658175
DR - Direct Response,Brand,paid social,6.679460985340359,10.57755537417825
DR - Direct Response,Brand,app,9.63790872689866,10.53454733882447
DR - Direct Response,Brand,display,8.39444685895491,9.538417467809014
ATL - Above The Line,Title,paid social,12.015934861463217,10.229574620918957
ATL - Above The Line,Title,bvod,6.605636158732587,11.75614752708989
ATL - Above The Line,Brand,bvod,6.549006758096496,9.24756004592372
ATL - Above The Line,Title,ctv,6.982296728599498,8.267112573107248
ATL - Above The Line,Brand,print,4.244056835450428,10.680898213072531
ATL - Above The Line,Brand,online display,7.115094598751379,10.113746857272467
ATL - Above The Line,Launch,print,6.694277364534261,9.512362384260909
ATL - Above The Line,Launch,radio,8.334990027613555,10.878488038743514
ATL - Above The Line,Brand,olv,8.680331928793418,11.066189824263644
ATL - Above The Line,Title,cinema,11.449826440593208,8.009884708585684
ATL - Above The Line,Brand,partnership,9.77887795634684,9.569956984960823
ATL - Above The Line,Title,bvod,7.0228502606118255,12.548891982341344
ATL - Above The Line,Title,online display,6.443224645534742,10.809608749533668
ATL - Above The Line,Brand,partnership,8.95134034211998,10.902582958954689
ATL - Above The Line,Brand,partnership,5.68364779223582,11.400852806531123
ATL - Above The Line,Brand,partnership,11.369121027711762,10.241593453999965
ATL - Above The Line,Title,online display,10.19223867834668,11.023522234402432
ATL - Above The Line,Title,tv,7.217149918339568,10.944666154185986
ATL - Above The Line,Title,bvod,4.977974351856695,10.765113417919007
ATL - Above The Line,Title,cinema,10.507082494486143,9.901512603607715
ATL - Above The Line,Title,bvod,7.856923571765669,10.397042289444782
ATL - Above The Line,Brand,partnership,10.297605187575652,9.63438121126034
ATL - Above The Line,Title,ctv,5.190899179780744,10.23732632463154
ATL - Above The Line,Brand,online display,6.982324573281861,9.052567807703634
ATL - Above The Line,Brand,cinema,8.073063135688512,9.431528412524926
ATL - Above The Line,Title,ctv,8.148376259554716,9.941329430918117
ATL - Above The Line,Brand,tv,7.251614450608755,9.278002758760769
ATL - Above The Line,Brand,partnership,9.187645786998583,9.717969693004658
ATL - Above The Line,Brand,ooh,6.138374792422603,10.060064287111269
ATL - Above The Line,Title,ctv,7.806692302508827,10.627928194993778
ATL - Above The Line,Title,cinema,8.280675605056574,11.176549523712469
ATL - Above The Line,Title,cinema,8.99198284933335,9.759323836554408
ATL - Above The Line,Brand,radio,9.347852829634924,11.56354680864946
ATL - Above The Line,Brand,cinema,6.035672801772303,11.165871660507694
ATL - Above The Line,Brand,tv,5.299167005502614,10.730061870286187
ATL - Above The Line,Title,online display,10.369551870373137,10.378577909916036
ATL - Above The Line,Brand,partnership,8.663291538052666,10.54454006506284
ATL - Above The Line,Title,print,6.71346639857203,11.415051852377742
ATL - Above The Line,Brand,online display,10.86316856206616,11.451689324964653
ATL - Above The Line,Title,bvod,8.272335587195274,11.56338851480013
ATL - Above The Line,Title,olv,10.191980546102489,10.265923370727837
ATL - Above The Line,Title,tv,8.185436618554636,10.781086311449268
ATL - Above The Line,Title,bvod,11.78298924273339,11.572013942815548
ATL - Above The Line,Title,online display,11.231728187378769,9.598923782715833
ATL - Above The Line,Brand,olv,7.614391077722638,9.90511822227126
ATL - Above The Line,Title,cinema,9.817046921730812,10.24055818151349
ATL - Above The Line,Title,print,9.228301107953092,11.12674314318198
ATL - Above The Line,Title,olv,10.53372262196975,11.142362817461246
ATL - Above The Line,Title,ooh,6.323372813213581,9.992928725179963
ATL - Above The Line,Brand,olv,9.301714634391663,8.711479550303165
ATL - Above The Line,Title,digital audio,9.973811804009951,10.471386936559052
ATL - Above The Line,Brand,print,4.896196659690262,9.303465438886532
ATL - Above The Line,Launch,paid social,5.930147498119174,8.73020559553099
ATL - Above The Line,Brand,bvod,4.394819456472634,8.956914143986538
ATL - Above The Line,Brand,bvod,7.577511000084712,10.551821712097452
ATL - Above The Line,Title,print,9.358550872391255,11.589556914760058
ATL - Above The Line,Launch,online display,10.77509446764423,10.263483774918427
ATL - Above The Line,Launch,cinema,8.197301927542425,10.436480358774162
ATL - Above The Line,Title,paid social,11.00298961190752,11.41088332629322
ATL - Above The Line,Title,paid social,5.575949103146316,8.675532799704936
DR - Direct Response,Title,paid social,4.995453972100592,10.746192237568309
ATL - Above The Line,Title,paid social,7.963369596297522,10.21285026712153
