ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,FREE_TRIALS,HOLIDAY_FLAG,SEASON,MONTH,ATL_OR_DR_CAMPAIGN_TYPE,ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL,ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH,ATL_OR_DR_CAMPAIGN_TYPE_MONTH,ATL_OR_DR_CHANNEL,ATL_OR_DR_CHANNEL_MONTH,ATL_OR_DR_MONTH,CAMPAIGN_TYPE_CHANNEL,CAMPAIGN_TYPE_CHANNEL_MONTH,CAMPAIGN_TYPE_MONTH,CHANNEL_MONTH,COST_PER_FREE_TRIALS,COST_BY_FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS,LOG_COST_PER_FREE_TRIALS,LOG_COST_BY_FREE_TRIALS,AVG_COST_MONTH,MEDIAN_COST_MONTH,AVG_COST_CAMPAIGN_TYPE_CHANNEL,MEDIAN_COST_CAMPAIGN_TYPE_CHANNEL,AVG_FREE_TRIALS_MONTH,MEDIAN_FREE_TRIALS_MONTH,AVG_FREE_TRIALS_BY_CHANNEL_MONTH,MEDIAN_FREE_TRIALS_BY_CHANNEL_MONTH,FREE_TRIALS_OVER_AVG_FREE_TRIALS_BY_CHANNEL_MONTH,AVG_COST_PER_FREE_TRIALS_BY_CHANNEL_MONTH,MEDIAN_COST_PER_FREE_TRIALS_BY_CHANNEL_MONTH,COST_PER_FREE_TRIALS_OVER_AVG_COST_PER_FREE_TRIALS_BY_CHANNEL_MONTH,AVG_COST_BY_CHANNEL_MONTH,MEDIAN_COST_BY_CHANNEL_MONTH,COST_OVER_AVG_COST_BY_CHANNEL_MONTH,AVG_FREE_TRIALS_BY_ATL_OR_DR_MONTH,MEDIAN_FREE_TRIALS_BY_ATL_OR_DR_MONTH,FREE_TRIALS_OVER_AVG_FREE_TRIALS_BY_ATL_OR_DR_MONTH,AVG_COST_PER_FREE_TRIALS_BY_ATL_OR_DR_MONTH,MEDIAN_COST_PER_FREE_TRIALS_BY_ATL_OR_DR_MONTH,COST_PER_FREE_TRIALS_OVER_AVG_COST_PER_FREE_TRIALS_BY_ATL_OR_DR_MONTH,AVG_COST_BY_ATL_OR_DR_MONTH,MEDIAN_COST_BY_ATL_OR_DR_MONTH,COST_OVER_AVG_COST_BY_ATL_OR_DR_MONTH,AVG_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,MEDIAN_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,FREE_TRIALS_OVER_AVG_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,AVG_COST_PER_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,MEDIAN_COST_PER_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,COST_PER_FREE_TRIALS_OVER_AVG_COST_PER_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,AVG_COST_BY_CAMPAIGN_TYPE_MONTH,MEDIAN_COST_BY_CAMPAIGN_TYPE_MONTH,COST_OVER_AVG_COST_BY_CAMPAIGN_TYPE_MONTH,NORMALIZE_FREE_TRIAL_BY_MONTH,NORMALIZE_COST_PER_FREE_TRIALS_BY_MONTH,NORMALIZE_COST_BY_FREE_TRIALS_BY_MONTH
DR - Direct Response,Title,paid social,1375.82,12503.58,False,Fall,November,DR - Direct Response_Title,DR - Direct Response_Title_paid social,DR - Direct Response_Title_paid social_November,DR - Direct Response_Title_November,DR - Direct Response_paid social,DR - Direct Response_paid social_November,DR - Direct Response_November,Title_paid social,Title_paid social_November,Title_November,paid social_November,0.1100340862377015,17202675.435599998,7.227531771229939,9.433850256182303,0.1043907231750055,16.66057553639914,18449.15355907781,3363.825,14781.334567099568,3309.5,50191.9100648415,29359.99,50278.61033333334,29366.405,0.2486858709320864,0.8547684396860101,0.10092494629881105,0.12872970166998834,16418.73975,3403.705,0.08379571276169354,46332.36646271511,29382.11,0.26986707035700336,0.9605321897546919,0.1311081206938908,0.11455533443996588,16873.10533460803,4078.66,0.08153922901068411,51914.87697612732,29848.08,0.24084772474274918,1.2681768245288658,0.1148171815326278,0.0867655709436101,19431.027374005305,3467.375,0.07080531428001395,0.24911544477679734,0.10311690230976464,0.016539569161228087
ATL - Above The Line,Brand,youtube,1370.09,11518.06,False,Fall,October,ATL - Above The Line_Brand,ATL - Above The Line_Brand_youtube,ATL - Above The Line_Brand_youtube_October,ATL - Above The Line_Brand_October,ATL - Above The Line_youtube,ATL - Above The Line_youtube_October,ATL - Above The Line_October,Brand_youtube,Brand_youtube_October,Brand_October,youtube_October,0.1189514553666155,15780778.8254,7.223361322921965,9.351758333698426,0.112392046232022,16.5743032907541,22164.99767003367,3306.44,14939.568939641107,2759.03,44047.87853198653,28470.06,49700.46791666667,29952.239999999998,0.23174952838094925,1.119318079081273,0.11899975297588505,0.10627136074157748,23118.390892857144,3030.715,0.05926407276136657,42955.702408602156,27541.935,0.2681380900360608,1.323010684723426,0.12303583501450316,0.08990967098008144,24378.108505376345,3500.6000000000004,0.056201653204465817,43995.0351552795,27760.89,0.2618036321450196,1.256285479158608,0.1141237428716897,0.09468505155872911,23489.210223602484,3114.02,0.058328483033597396,0.2614895514578723,0.1049892561583991,0.01516051646161115
DR - Direct Response,Brand,paid social,4914.93,1875.13,False,Summer,June,DR - Direct Response_Brand,DR - Direct Response_Brand_paid social,DR - Direct Response_Brand_paid social_June,DR - Direct Response_Brand_June,DR - Direct Response_paid social,DR - Direct Response_paid social_June,DR - Direct Response_June,Brand_paid social,Brand_paid social_June,Brand_June,paid social_June,2.621114269410654,9216132.690900002,8.500236231365669,7.536966423540553,1.2867817877036003,16.036466168203653,16887.563506024097,3643.265,15413.423000811028,3011.83,42865.334722891566,25054.485,38790.03604255319,25454.12,0.04834050677196993,1.4619235615846984,0.127788095969517,1.7929215577929494,18859.440765957446,4154.25,0.2606084698371215,41278.932085889566,25513.35,0.04542583601965271,1.2113081124062095,0.11920243878180756,2.163870812525087,13498.10917177914,3247.255,0.364119888011854,42498.12464589235,25844.36,0.044122652837605636,1.1989191413063836,0.1252450014386625,2.1862310635516238,20387.123456090652,3294.92,0.24108011169823299,0.0437446718221616,2.508383930281094,0.009609702978611087
DR - Direct Response,Brand,app,100.46,20537.19,False,Fall,November,DR - Direct Response_Brand,DR - Direct Response_Brand_app,DR - Direct Response_Brand_app_November,DR - Direct Response_Brand_November,DR - Direct Response_app,DR - Direct Response_app_November,DR - Direct Response_November,Brand_app,Brand_app_November,Brand_November,app_November,0.0048916137017771,2063166.1074,4.619664632138544,9.930041358859668,0.004879688632218,14.539752790905707,18449.15355907781,3363.825,13616.266717850289,3266.98,50191.9100648415,29359.99,43072.930714285714,33431.425,0.4768003862153862,0.922851602233888,0.12094609137233506,0.005300542026406286,14576.634285714286,3380.495,0.006891851577730465,46332.36646271511,29382.11,0.4432579548149526,0.9605321897546919,0.1311081206938908,0.005092607779262825,16873.10533460803,4078.66,0.005953853662843487,48142.82954258675,29080.535,0.426588760883549,0.8279228531544353,0.1193846287532739,0.00590829650750642,17281.43611987382,3092.84,0.005813174281532657,0.40917331046912914,0.0045841072477632635,0.001983637873782501
DR - Direct Response,Title,app,141.14,68066.87,False,Fall,October,DR - Direct Response_Title,DR - Direct Response_Title_app,DR - Direct Response_Title_app_October,DR - Direct Response_Title_October,DR - Direct Response_app,DR - Direct Response_app_October,DR - Direct Response_October,Title_app,Title_app_October,Title_October,app_October,0.0020735491436582,9606958.031799998,4.956812487398749,11.128260574634652,0.0020714023078335,16.077998292971415,22164.99767003367,3306.44,15454.45153961136,3477.08,44047.87853198653,28470.06,42401.06346774194,28493.940000000002,1.605310443493574,0.504802721101296,0.09346926483045664,0.00410764256407824,15598.80629032258,3099.355,0.009048128258863149,45878.01149549549,30936.1,1.4836490898626482,0.8145687552967911,0.1031018322129421,0.0025455790320642667,18456.54167567568,3172.22,0.007647153105937056,44214.90947129909,28821.105,1.5394551479107688,0.990866044240856,0.13088436712386955,0.002092663438928148,20592.92271903323,3484.3050000000003,0.006853810987672469,1.5452928101990528,0.0018301615691005567,0.009229357245200449
DR - Direct Response,Brand,display,1150.95,14925.7,False,Spring,May,DR - Direct Response_Brand,DR - Direct Response_Brand_display,DR - Direct Response_Brand_display_May,DR - Direct Response_Brand_May,DR - Direct Response_display,DR - Direct Response_display_May,DR - Direct Response_May,Brand_display,Brand_display_May,Brand_May,display_May,0.0771119612480486,17178734.415000003,7.0492114375361306,9.610906834621938,0.074283349361714,16.659182863836794,19363.06882943144,3123.33,16684.06024691358,3131.175,44692.540351170566,28773.69,51001.5550877193,24374.66,0.29265186079774985,0.769193436739294,0.0756688654049683,0.10025041499955556,16899.978771929822,1782.87,0.06810363584075509,42465.447264573995,29405.15,0.3514786953027453,0.7490999388658846,0.1049142799906945,0.10293948410247351,20612.90192825112,2901.23,0.055836388491353535,46347.34269736842,29695.035,0.32204003792535607,0.8174213633387002,0.10743999567922395,0.09433563240027176,19419.380032894736,2984.63,0.059268112475804643,0.33396401016191224,0.09297753965764996,0.01688801630116599
DR - Direct Response,Brand,display,510.35,236640.21,False,Fall,October,DR - Direct Response_Brand,DR - Direct Response_Brand_display,DR - Direct Response_Brand_display_October,DR - Direct Response_Brand_October,DR - Direct Response_display,DR - Direct Response_display_October,DR - Direct Response_October,Brand_display,Brand_display_October,Brand_October,display_October,0.0021566495398225,120769331.1735,6.237054287252022,12.374300391183752,0.002154327309429,18.609392938497923,22164.99767003367,3306.44,16684.06024691358,3131.175,44047.87853198653,28470.06,51539.2347413793,36567.655,4.59145757959826,1.152072793208883,0.08890965048620865,0.0018719733271502373,18545.189568965514,3061.785,0.027519265742855833,45878.01149549549,30936.1,5.158031097821979,0.8145687552967911,0.1031018322129421,0.0026475966894123223,18456.54167567568,3172.22,0.027651442451572746,43995.0351552795,27760.89,5.3787935198774965,1.256285479158608,0.1141237428716897,0.001716687469210348,23489.210223602484,3114.02,0.021726996997420922,5.372340686695217,0.001903507866149788,0.11602250139686666
DR - Direct Response,Title,display,5599.93,21313.06,False,Spring,March,DR - Direct Response_Title,DR - Direct Response_Title_display,DR - Direct Response_Title_display_March,DR - Direct Response_Title_March,DR - Direct Response_display,DR - Direct Response_display_March,DR - Direct Response_March,Title_display,Title_display_March,Title_March,display_March,0.2627464099477034,119351644.0858,8.630687934363479,9.96712222782808,0.2332890393191827,18.597584694364212,14016.207177664975,3180.04,12347.429811827957,3054.925,46669.75994923858,27829.63,50549.666621621625,32373.32,0.42162612385822856,1.469138705246256,0.1410935889992113,0.17884384163962383,15262.942972972973,4188.5199999999995,0.36689713182550304,49764.51721491228,27573.775,0.4282782430694092,0.8183461935530444,0.10884695715193295,0.3210699970472489,15262.37995614035,3106.0950000000003,0.366910666363475,46405.827309417036,27829.63,0.4592755099029338,0.6774412666570346,0.1086961820740978,0.3878512025762418,13467.329820627803,3230.2,0.4158159096558719,0.4566781578302874,0.343490608729516,0.16198404675848233
DR - Direct Response,Brand,paid social,616.64,31948.17,False,Summer,August,DR - Direct Response_Brand,DR - Direct Response_Brand_paid social,DR - Direct Response_Brand_paid social_August,DR - Direct Response_Brand_August,DR - Direct Response_paid social,DR - Direct Response_paid social_August,DR - Direct Response_August,Brand_paid social,Brand_paid social_August,Brand_August,paid social_August,0.0193012620128163,19700519.5488,6.425905763452663,10.371901481377478,0.0191173553086188,16.796155617156067,14172.931604095564,2955.06,15413.423000811028,3011.83,43953.76838225256,28127.39,49129.031701244814,28912.47,0.650291057928392,0.9002000737717032,0.1194010787595858,0.02144108023891501,16362.849834024897,3011.83,0.03768536692903942,48221.59565674256,29560.06,0.6625282628019561,0.7342690080899349,0.1000499092606062,0.026286363444679443,13786.383415061295,2796.25,0.0447281916826958,46225.63042692939,29460.77,0.6911354091860723,0.8018239475346868,0.1080379786432052,0.02407169562864837,14716.92921182266,2939.31,0.041900045255679426,0.7268584964582895,0.023596356210843043,0.03510330761164719
DR - Direct Response,Title,paid social,248.15,7025.18,False,Summer,June,DR - Direct Response_Title,DR - Direct Response_Title_paid social,DR - Direct Response_Title_paid social_June,DR - Direct Response_Title_June,DR - Direct Response_paid social,DR - Direct Response_paid social_June,DR - Direct Response_June,Title_paid social,Title_paid social_June,Title_June,paid social_June,0.0353229383446402,1743298.417,5.518055124727414,8.857398451626558,0.0347133957742155,14.37129009230803,16887.563506024097,3643.265,14781.334567099568,3309.5,42865.334722891566,25054.485,38790.03604255319,25454.12,0.18110784925008278,1.4619235615846984,0.127788095969517,0.024161959812967777,18859.440765957446,4154.25,0.013157866295162229,41278.932085889566,25513.35,0.17018802679736542,1.2113081124062095,0.11920243878180756,0.02916098553527621,13498.10917177914,3247.255,0.018384056377230514,39965.780229007636,24130.56,0.17577987867983724,0.9426932652545306,0.1292262306299444,0.0374702351725223,12783.161145038168,3432.16,0.019412256263101273,0.16388954024073704,0.03380374978231203,0.0018177450946419609
ATL - Above The Line,Title,youtube,44748.54,36772.95,False,Fall,November,ATL - Above The Line_Title,ATL - Above The Line_Title_youtube,ATL - Above The Line_Title_youtube_November,ATL - Above The Line_Title_November,ATL - Above The Line_youtube,ATL - Above The Line_youtube_November,ATL - Above The Line_November,Title_youtube,Title_youtube_November,Title_November,youtube_November,1.2168874131664718,1645535823.9929998,10.70883644432056,10.512544993056585,0.7961041459285375,21.221331897604443,18449.15355907781,3363.825,16373.851519468184,3055.75,50191.9100648415,29359.99,39894.03511278195,26945.84,0.921765619748453,1.8714010506740553,0.177593984962406,0.6502547450896023,19340.36812030075,4777.86,2.313737759367123,52525.483826589596,29285.86,0.7000973112671205,1.1315029819109512,0.1056452814605679,1.0754610748893636,19402.070578034683,2958.2,2.3063796113936603,51914.87697612732,29848.08,0.7083316409843323,1.2681768245288658,0.1148171815326278,0.9595565773081776,19431.027374005305,3467.375,2.302942563904999,0.7326469535129082,1.1403889903206639,1.5821058573184321
ATL - Above The Line,Brand,display,0.0,3786.49,False,Fall,September,ATL - Above The Line_Brand,ATL - Above The Line_Brand_display,ATL - Above The Line_Brand_display_September,ATL - Above The Line_Brand_September,ATL - Above The Line_display,ATL - Above The Line_display_September,ATL - Above The Line_September,Brand_display,Brand_display_September,Brand_September,display_September,0.0,0.0,0.0,8.239458809550113,0.0,0.0,14198.677479871176,2821.58,16684.06024691358,3131.175,44179.996763285024,27528.655,49021.20205882353,26933.39,0.07724188393945051,0.5824734495909082,0.10002103849731815,0.0,15536.094852941176,2735.5200000000004,0.0,45474.44436231884,28223.85,0.08326632800240592,0.9001274537780496,0.11787737352353206,0.0,14695.968115942029,3063.1800000000003,0.0,43706.37350758853,27410.95,0.08663473301765862,0.722933402716335,0.0986082267122274,0.0,13565.268397976391,2587.03,0.0,0.08570598183354085,0.0,0.0
